Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	PubMed ID
Q6VEQ5	reviewed	WASH2_HUMAN	WAS protein family homolog 2 (CXYorf1-like protein on chromosome 2) (Protein FAM39B)	WASH2P FAM39B	Homo sapiens (Human)	465	15815621; 15233989; 10655549; 18159949
Q6VVB1	reviewed	NHLC1_HUMAN	E3 ubiquitin-protein ligase NHLRC1 (EC 2.3.2.27) (Malin) (NHL repeat-containing protein 1) (RING-type E3 ubiquitin transferase NHLRC1)	NHLRC1 EPM2B	Homo sapiens (Human)	395	12958597; 14574404; 15489334; 15930137; 17908927; 18070875; 19036738; 22961547; 23624058; 16021330; 15781812; 18311786; 21505799
Q6ZNE5	reviewed	BAKOR_HUMAN	Beclin 1-associated autophagy-related key regulator (Barkor) (Autophagy-related protein 14-like protein) (Atg14L)	ATG14 ATG14L KIAA0831	Homo sapiens (Human)	492	10048485; 14702039; 12508121; 15489334; 18843052; 17081983; 19050071; 19369195; 19270696; 20713597; 22314358; 23954414; 23878393; 25490155; 25686604; 28218432; 31806350; 31123703; 32690950; 32929276; 37632749
Q6ZNE9	reviewed	RUFY4_HUMAN	RUN and FYVE domain-containing protein 4	RUFY4	Homo sapiens (Human)	571	14702039; 15815621; 15489334; 26416964
Q6ZVM7	reviewed	TM1L2_HUMAN	TOM1-like protein 2 (Target of Myb-like protein 2)	TOM1L2	Homo sapiens (Human)	507	11997338; 14702039; 16625196; 15489334; 16412388; 16479011; 18669648; 20068231; 23023224; 24275569
Q70CQ3	reviewed	UBP30_HUMAN	Ubiquitin carboxyl-terminal hydrolase 30 (EC 3.4.19.12) (Deubiquitinating enzyme 30) (Ubiquitin thioesterase 30) (Ubiquitin-specific-processing protease 30) (Ub-specific protease 30)	USP30	Homo sapiens (Human)	517	14715245; 15489334; 14702039; 18287522; 24896179; 25527291; 25621951
Q7KZI7	reviewed	MARK2_HUMAN	Serine/threonine-protein kinase MARK2 (EC 2.7.11.1) (EC 2.7.11.26) (ELKL motif kinase 1) (EMK-1) (MAP/microtubule affinity-regulating kinase 2) (PAR1 homolog) (PAR1 homolog b) (Par-1b) (Par1b)	MARK2 EMK1	Homo sapiens (Human)	788	9730619; 16554811; 15489334; 11433294; 8274451; 12429843; 15158914; 14976552; 15365179; 15084291; 15324659; 17081983; 16775013; 16980613; 16964243; 17507984; 18220336; 18088087; 18691976; 18626018; 16396636; 16959763; 18669648; 19413330; 19369195; 20194617; 19559622; 20071654; 20068231; 21269460; 21406692; 23902687; 23186163; 23666762; 19966800
Q7L523	reviewed	RRAGA_HUMAN	Ras-related GTP-binding protein A (Rag A) (RagA) (EC 3.6.5.-) (Adenovirus E3 14.7 kDa-interacting protein 1) (FIP-1)	RRAGA	Homo sapiens (Human)	313	7499430; 8995684; 9394008; 14702039; 15164053; 15489334; 11073942; 14660641; 18497260; 20381137; 22980980; 22575674; 23186163; 24095279; 23723238; 25259925; 25561175; 25567906; 25936802; 31036939; 36608670; 28935770; 29158492; 29590090; 31704029; 31601764; 31601708; 31672913; 32868926; 35338845; 36103527; 36697823
Q7LBR1	reviewed	CHM1B_HUMAN	Charged multivesicular body protein 1b (CHMP1.5) (Chromatin-modifying protein 1b) (CHMP1b) (Vacuolar protein sorting-associated protein 46-2) (Vps46-2) (hVps46-2)	CHMP1B C18orf2	Homo sapiens (Human)	199	11474171; 11559747; 15489334; 14505570; 14519844; 15537668; 16174732; 16730941; 17928862; 18385515; 19129480; 19129479; 21269460; 21543490; 24275569; 18997780
Q7Z3C6	reviewed	ATG9A_HUMAN	Autophagy-related protein 9A (APG9-like 1) (mATG9)	ATG9A APG9L1	Homo sapiens (Human)	839	17974005; 15815621; 15489334; 14702039; 15755735; 17081983; 16940348; 18669648; 18936157; 19893488; 19910472; 20124090; 20068231; 21068542; 21406692; 22456507; 22223895; 22814378; 23186163; 24275569; 27316455; 27663665; 27510922; 29180427; 29437695; 30262884; 30917996; 32513819; 34432599; 33468622; 32073997; 33773106; 33850023; 32610138; 33106659
Q7Z6L1	reviewed	TCPR1_HUMAN	Tectonin beta-propeller repeat-containing protein 1	TECPR1 KIAA1358	Homo sapiens (Human)	1165	14702039; 12690205; 12853948; 15489334; 10718198; 17974005; 18669648; 21575909; 22342342; 23186163
Q7Z7G8	reviewed	VP13B_HUMAN	Intermembrane lipid transfer protein VPS13B (Cohen syndrome protein 1) (Vacuolar protein sorting-associated protein 13B)	VPS13B CHS1 COH1 KIAA0532	Homo sapiens (Human)	4022	12730828; 15498460; 14702039; 16421571; 9628581; 19690332; 23186163; 25492866; 30962439; 32375900; 15141358; 15154116; 15211651; 16648375; 16959974; 19190672; 19006247; 19533689; 21865173; 23033978; 23188044; 24334764; 26358774; 29149870; 31752730; 31580008; 31825161; 32605629; 32402540; 32505691; 32560273; 31444703; 32170714; 34840762; 34484844; 34322253; 33959574; 33025479; 34041686; 34898996; 34385517
Q86TL0	reviewed	ATG4D_HUMAN	Cysteine protease ATG4D (EC 3.4.22.-) (AUT-like 4 cysteine endopeptidase) (Autophagy-related cysteine endopeptidase 4) (Autophagin-4) (Autophagy-related protein 4 homolog D) (HsAPG4D) [Cleaved into: Cysteine protease ATG4D, mitochondrial]	ATG4D APG4D AUTL4	Homo sapiens (Human)	474	15057824; 15489334; 12446702; 30808002; 19549685; 21177865; 22441018; 23186163; 29458288; 30661429; 33773106; 33909989; 33988247
Q86UE4	reviewed	LYRIC_HUMAN	Protein LYRIC (3D3/LYRIC) (Astrocyte elevated gene-1 protein) (AEG-1) (Lysine-rich CEACAM1 co-isolated protein) (Metadherin) (Metastasis adhesion protein)	MTDH AEG1 LYRIC	Homo sapiens (Human)	582	14980505; 15383321; 15927426; 15489334; 14702039; 11823860; 15093543; 16452207; 17081983; 18440304; 18316612; 18088087; 18669648; 19413330; 19111877; 19690332; 20068231; 21269460; 21406692; 23186163; 24275569; 25944712
Q86UE8	reviewed	TLK2_HUMAN	Serine/threonine-protein kinase tousled-like 2 (EC 2.7.11.1) (HsHPK) (PKU-alpha) (Tousled-like kinase 2)	TLK2	Homo sapiens (Human)	772	9427565; 10523312; 15489334; 9662073; 10455159; 11470414; 12660173; 12955071; 16484223; 18691976; 18669648; 19413330; 19369195; 20016786; 19690332; 21269460; 21406692; 22354037; 23186163; 24275569; 29955062; 35136069; 17344846; 21572417; 27479843; 29861108; 33323470
Q86UT6	reviewed	NLRX1_HUMAN	NLR family member X1 (Caterpiller protein 11.3) (CLR11.3) (Nucleotide-binding oligomerization domain protein 5) (Nucleotide-binding oligomerization domain protein 9)	NLRX1 NOD5 NOD9	Homo sapiens (Human)	975	12766759; 14702039; 15489334; 15952891; 15771576; 18219313; 18200010; 22749352; 27393910; 22386589; 24799673
Q86VP1	reviewed	TAXB1_HUMAN	Tax1-binding protein 1 (TRAF6-binding protein)	TAX1BP1 T6BP PRO0105	Homo sapiens (Human)	789	10435631; 10920205; 11230166; 14702039; 12853948; 12690205; 15489334; 14697242; 14530271; 17703191; 20068231; 21885437; 23186163; 24275569; 27062441; 27736772; 28898289; 30909570; 33226137; 34471133; 34431698; 24239949; 16959974; 21765415; 31371777; 26451915; 29940186; 30459273
Q86VR2	reviewed	RETR3_HUMAN	Reticulophagy regulator 3	RETREG3 FAM134C	Homo sapiens (Human)	466	14702039; 16625196; 15489334; 18669648; 19413330; 19690332; 20068231; 21269460; 21406692; 22814378; 23939472; 23186163; 24275569; 26040720; 34338405; 33826365
Q86VX9	reviewed	MON1A_HUMAN	Vacuolar fusion protein MON1 homolog A	MON1A SAND1	Homo sapiens (Human)	652	14702039; 16641997; 15489334; 18669648; 19690332; 23084991; 23186163; 24275569; 29038162; 34432599
Q86WG5	reviewed	MTMRD_HUMAN	Myotubularin-related protein 13 (Inactive phosphatidylinositol 3-phosphatase 13) (SET-binding factor 2)	SBF2 CMT4B2 KIAA1766 MTMR13	Homo sapiens (Human)	1849	12554688; 15489334; 11214970; 17974005; 12687498; 15304601; 15477569; 15998640; 18669648; 20937701; 20068231; 23186163; 25648148
Q86WV6	reviewed	STING_HUMAN	Stimulator of interferon genes protein (hSTING) (Endoplasmic reticulum interferon stimulator) (ERIS) (Mediator of IRF3 activation) (hMITA) (Transmembrane protein 173)	STING1 ERIS MITA STING TMEM173	Homo sapiens (Human)	379	18818105; 14702039; 15372022; 15489334; 18724357; 19285439; 19776740; 19416887; 19433799; 20628368; 21074459; 21947006; 23027953; 22394562; 23707065; 23722158; 23258412; 25299331; 24275569; 25344812; 25254379; 25944712; 26669264; 26300263; 26229117; 26405230; 25636800; 27801882; 28331227; 28534493; 29038422; 29478775; 30104205; 30045990; 29973723; 30568238; 30842653; 30842662; 29251827; 31107917; 31320558; 32753499; 32690950; 32929276; 33057424; 32238587; 31968013; 34903048; 35045565; 36808561; 37832545; 36802409; 37535724; 22579474; 22705373; 22728658; 22728660; 22728659; 23910378; 23747010; 25199835; 26150511; 27302953; 30842659; 30655953; 35388221; 37379839; 25401470; 25029335; 29694889
Q86XT4	reviewed	TRI50_HUMAN	E3 ubiquitin-protein ligase TRIM50 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TRIM50) (Tripartite motif-containing protein 50)	TRIM50 TRIM50A	Homo sapiens (Human)	487	18398435; 12853948; 15489334; 22792322; 24308962; 29604308
Q8IU60	reviewed	DCP2_HUMAN	m7GpppN-mRNA hydrolase (EC 3.6.1.62) (Nucleoside diphosphate-linked moiety X motif 20) (Nudix motif 20) (mRNA-decapping enzyme 2) (hDpc)	DCP2 NUDT20	Homo sapiens (Human)	420	12417715; 12218187; 14702039; 15372022; 15489334; 12486012; 12515382; 14527413; 12923261; 15231747; 15067023; 15273322; 15687258; 16364915; 16699599; 17525332; 18361920; 18172165; 18669648; 19690332; 21070968; 20616046; 20068231; 21876179; 21406692; 23186163; 24275569; 26098573; 28002401; 27918561; 31875550
Q8IUC6	reviewed	TCAM1_HUMAN	TIR domain-containing adapter molecule 1 (TICAM-1) (Proline-rich, vinculin and TIR domain-containing protein B) (Putative NF-kappa-B-activating protein 502H) (Toll-interleukin-1 receptor domain-containing adapter protein inducing interferon beta) (MyD88-3) (TIR domain-containing adapter protein inducing IFN-beta)	TICAM1 PRVTIRB TRIF	Homo sapiens (Human)	712	12471095; 12539043; 18810425; 12761501; 15489334; 12721283; 14530355; 15251447; 14739303; 14982987; 15611223; 15710891; 16964262; 17457343; 20855887; 18669648; 21695056; 21931545; 21436888; 22948160; 23056470; 24672048; 25736436; 25636800; 28566380; 28898289; 28747347; 36232715; 24311583; 27302953; 16959974; 22105173; 32972995
Q8IVP5	reviewed	FUND1_HUMAN	FUN14 domain-containing protein 1	FUNDC1	Homo sapiens (Human)	155	15772651; 15489334; 18669648; 19690332; 22267086; 23186163; 24671035; 24746696; 27145933; 33972548; 33978709; 36828120; 27653272; 27757847; 24700572
Q8IWR1	reviewed	TRI59_HUMAN	Tripartite motif-containing protein 59 (EC 2.3.2.27) (RING finger protein 104) (Tumor suppressor TSBF-1)	TRIM59 RNF104 TRIM57 TSBF1	Homo sapiens (Human)	403	14702039; 15489334; 18601909; 22588174; 30231667
Q8IXH6	reviewed	T53I2_HUMAN	Tumor protein p53-inducible nuclear protein 2 (Diabetes and obesity-regulated gene) (p53-inducible protein U) (PIG-U)	TP53INP2 C20orf110 DOR PINH	Homo sapiens (Human)	220	18030323; 14702039; 11780052; 15489334; 18669648; 19145107; 19056683; 22470510; 24275569
Q8IXJ6	reviewed	SIR2_HUMAN	NAD-dependent protein deacetylase sirtuin-2 (EC 2.3.1.286) (NAD-dependent protein defatty-acylase sirtuin-2) (EC 2.3.1.-) (Regulatory protein SIR2 homolog 2) (SIR2-like protein 2)	SIRT2 SIR2L SIR2L2	Homo sapiens (Human)	389	10381378; 10393250; 12065666; 24177535; 10931946; 14702039; 15489334; 11226170; 11483616; 11812793; 12620231; 12697818; 12963026; 15213244; 16079181; 17081983; 16648462; 17488717; 17516032; 17574768; 16909107; 17726514; 18249187; 18722353; 18640115; 18332217; 18995842; 18669648; 19413330; 19282667; 19690332; 20587414; 21081649; 20543840; 22014574; 21791548; 21726808; 21949390; 22771473; 22819792; 22943040; 23806683; 23468428; 23186163; 23932781; 23908241; 24940000; 24769394; 24275569; 24681946; 27512957; 29239724; 32103017; 11427894; 23454361; 24389023; 25672491; 25704306
Q8IY31	reviewed	IFT20_HUMAN	Intraflagellar transport protein 20 homolog (hIFT20)	IFT20	Homo sapiens (Human)	132	14672413; 12107411; 16625196; 15489334; 16775004; 17604723; 19112494; 19889948; 23530209; 29237719; 30929735; 31637240
Q8IY95	reviewed	TM192_HUMAN	Transmembrane protein 192	TMEM192	Homo sapiens (Human)	271	14702039; 17974005; 15489334; 17525332; 17897319; 19690332; 20370317; 21269460; 23186163; 24275569
Q8IYM9	reviewed	TRI22_HUMAN	E3 ubiquitin-protein ligase TRIM22 (EC 2.3.2.27) (50 kDa-stimulated trans-acting factor) (RING finger protein 94) (RING-type E3 ubiquitin transferase TRIM22) (Staf-50) (Tripartite motif-containing protein 22)	TRIM22 RNF94 STAF50	Homo sapiens (Human)	498	7797467; 15489334; 11331580; 15064739; 17156811; 18656448; 18389079; 19331816; 19481078; 19585648; 19218198; 21269460; 26683615; 25683609; 35777501; 36042495; 36159777
Q8IYT8	reviewed	ULK2_HUMAN	Serine/threonine-protein kinase ULK2 (EC 2.7.11.1) (Unc-51-like kinase 2)	ULK2 KIAA0623	Homo sapiens (Human)	1036	9734811; 16625196; 15489334; 18936157; 21460635; 21460634; 21795849; 21690395; 21205641; 17344846
Q8IZQ1	reviewed	WDFY3_HUMAN	WD repeat and FYVE domain-containing protein 3 (Autophagy-linked FYVE protein) (Alfy)	WDFY3 KIAA0993	Homo sapiens (Human)	3526	15292400; 15815621; 10231032; 12168954; 14702039; 15489334; 18669648; 20168092; 20971078; 20417604; 24128730; 23186163; 24275569; 24668264; 27008544
Q8N0Z6	reviewed	TTC5_HUMAN	Tetratricopeptide repeat protein 5 (TPR repeat protein 5) (Stress-responsive activator of p300) (Protein Strap)	TTC5	Homo sapiens (Human)	440	14702039; 12508121; 15489334; 18451878; 19011621; 21269460; 22362889; 31727855; 32439809
Q8N122	reviewed	RPTOR_HUMAN	Regulatory-associated protein of mTOR (Raptor) (p150 target of rapamycin (TOR)-scaffold protein)	RPTOR KIAA1303 RAPTOR	Homo sapiens (Human)	1335	12150925; 12150926; 16625196; 15489334; 10718198; 19388141; 12408816; 12747827; 15066126; 17081983; 16964243; 17386266; 18722121; 18220336; 18439900; 18691976; 18669648; 19413330; 19211835; 19369195; 19690332; 20381137; 19864431; 20068231; 21269460; 21406692; 23027611; 22493283; 23953116; 24036451; 25657994; 23186163; 24403073; 24275569; 26588989; 25940091; 26812014; 30078703; 30232230; 30197302; 31112131; 31530866; 32561715; 34290272; 35561222; 35927303; 37541260; 27909983; 29236692; 31601764; 31601708; 34519269; 34519268; 36697823
Q8N138	reviewed	ORML3_HUMAN	ORM1-like protein 3	ORMDL3	Homo sapiens (Human)	153	12093374; 14702039; 15489334; 17611496; 18395550; 18760456; 19133921; 19819884; 20182505; 30700557; 36408842; 33558761; 33558762; 37308477
Q8N2Y8	reviewed	RUSC2_HUMAN	AP-4 complex accessory subunit RUSC2 (Interacting protein of Rab1) (Iporin) (RUN and SH3 domain-containing protein 2)	RUSC2 KIAA0375	Homo sapiens (Human)	1516	9205841; 15164053; 15489334; 15796781; 17081983; 18220336; 18669648; 23186163; 27612186; 30262884
Q8N386	reviewed	LRC25_HUMAN	Leucine-rich repeat-containing protein 25 (Monocyte and plasmacytoid-activated protein)	LRRC25 MAPA UNQ6169/PRO20174	Homo sapiens (Human)	305	12384430; 12975309; 14702039; 15489334; 29044191; 29288164
Q8N5C8	reviewed	TAB3_HUMAN	TGF-beta-activated kinase 1 and MAP3K7-binding protein 3 (Mitogen-activated protein kinase kinase kinase 7-interacting protein 3) (NF-kappa-B-activating protein 1) (TAK1-binding protein 3) (TAB-3) (TGF-beta-activated kinase 1-binding protein 3)	TAB3 MAP3K7IP3	Homo sapiens (Human)	712	14633987; 14670075; 14766965; 15772651; 15489334; 15327770; 17449468; 18021073; 18079694; 18669648; 19521662; 20068231; 22158122; 21512573; 23186163; 24275569; 24434549; 25642820; 27445336; 36593296
Q8N5I4	reviewed	DHRSX_HUMAN	Dehydrogenase/reductase SDR family member on chromosome X (EC 1.1.-.-) (DHRSXY) (Short chain dehydrogenase/reductase family 46C member 1) (Short chain dehydrogenase/reductase family 7C member 6)	DHRSX CXorf11 DHRS5X SDR46C1 SDR7C6 UNQ6508/PRO21433	Homo sapiens (Human)	330	11731500; 12975309; 15772651; 15489334; 17974005; 25076851
Q8N5K1	reviewed	CISD2_HUMAN	CDGSH iron-sulfur domain-containing protein 2 (Endoplasmic reticulum intermembrane small protein) (MitoNEET-related 1 protein) (Miner1) (Nutrient-deprivation autophagy factor-1) (NAF-1)	CISD2 CDGSH2 ERIS ZCD2	Homo sapiens (Human)	135	17846994; 14702039; 17974005; 15489334; 17376863; 20010695; 21269460; 22814378; 25944712; 19580816
Q8N682	reviewed	DRAM1_HUMAN	DNA damage-regulated autophagy modulator protein 1 (Damage-regulated autophagy modulator)	DRAM1 DRAM	Homo sapiens (Human)	238	14702039; 16541075; 15489334; 16839881; 17304243
Q8N726	reviewed	ARF_HUMAN	Tumor suppressor ARF (Alternative reading frame) (ARF) (Cyclin-dependent kinase inhibitor 2A) (p14ARF)	CDKN2A CDKN2 MLM	Homo sapiens (Human)	132	7606716; 15164053; 15489334; 7624129; 9724636; 11314011; 11314038; 12154087; 12581788; 12446718; 14636574; 12660818; 15361825; 15567177; 15989956; 15876874; 16173922; 16713577; 17110379; 17486078; 18305112; 20208519; 22094112; 27323397
Q8N884	reviewed	CGAS_HUMAN	Cyclic GMP-AMP synthase (cGAMP synthase) (cGAS) (h-cGAS) (EC 2.7.7.86) (2'3'-cGAMP synthase) (Mab-21 domain-containing protein 1)	CGAS C6orf150 MB21D1	Homo sapiens (Human)	522	23258413; 14702039; 14574404; 15489334; 19608861; 20068231; 21478870; 23707065; 24269171; 23722159; 24077100; 23929945; 25131990; 26046437; 26320998; 26048138; 26440888; 26300263; 26229115; 27637147; 27666593; 28214358; 28314590; 28363908; 28738408; 28759889; 28273161; 30270045; 29760876; 29937271; 30092200; 29793952; 30356214; 29426904; 30135424; 29263269; 29976794; 30827685; 30799039; 31299200; 30811988; 31808743; 31544964; 32715615; 31534008; 30878284; 31107917; 33031745; 32814054; 32351706; 32852081; 32404352; 32911481; 32911480; 33273464; 33230297; 32817552; 32474700; 32792394; 33406424; 33476576; 33606975; 34111399; 34015248; 33057424; 34387695; 33542149; 33688080; 35210392; 35438208; 35045565; 35460603; 35322803; 35503863; 37217469; 37802025; 23707061; 24332030; 24116191; 24462292; 28934246; 28940468; 30007416; 31113940; 31142647; 33051594; 32459092; 32911482; 32912999
Q8N8N0	reviewed	RN152_HUMAN	E3 ubiquitin-protein ligase RNF152 (EC 2.3.2.27) (RING finger protein 152) (RING-type E3 ubiquitin transferase RNF152)	RNF152	Homo sapiens (Human)	203	14702039; 16177791; 15489334; 21203937; 25936802; 30514904
Q8N9B5	reviewed	JMY_HUMAN	Junction-mediating and -regulatory protein	JMY	Homo sapiens (Human)	988	15372022; 15489334; 14702039; 15706352; 18669648; 19413330; 19287377; 21269460; 23186163; 30420355
Q8NBJ9	reviewed	SIDT2_HUMAN	SID1 transmembrane family member 2	SIDT2 CGI-40 PSEC0072 UNQ685/PRO1325	Homo sapiens (Human)	832	10810093; 12975309; 15340161; 14702039; 16303743; 17081983; 17897319; 18669648; 27046251; 27846365; 28277980
Q8NC44	reviewed	RETR2_HUMAN	Reticulophagy regulator 2	RETREG2 C2orf17 FAM134A MAG2	Homo sapiens (Human)	543	14702039; 15815621; 15489334; 11230166; 17974005; 17081983; 18088087; 18669648; 18318008; 19690332; 20068231; 21406692; 23186163; 24275569; 26040720; 34338405; 34854256
Q8ND76	reviewed	CCNY_HUMAN	Cyclin-Y (Cyc-Y) (Cyclin box protein 1) (Cyclin fold protein 1) (cyclin-X)	CCNY C10orf9 CBCP1 CFP1	Homo sapiens (Human)	341	19524571; 18060517; 14702039; 17974005; 15164054; 15489334; 17081983; 19367720; 18088087; 18669648; 20059949; 19369195; 20068231; 21406692; 22184064; 23186163; 24794231; 24275569; 27821587
Q8NEB9	reviewed	PK3C3_HUMAN	Phosphatidylinositol 3-kinase catalytic subunit type 3 (PI3-kinase type 3) (PI3K type 3) (PtdIns-3-kinase type 3) (EC 2.7.1.137) (Phosphatidylinositol 3-kinase p100 subunit) (Phosphoinositide-3-kinase class 3) (hVps34)	PIK3C3 VPS34	Homo sapiens (Human)	887	7628435; 15489334; 14617358; 16417406; 18691976; 19050071; 19369195; 20643123; 19270696; 20208530; 21269460; 22493499; 23954414; 23186163; 23878393; 25490155; 31806350; 32690950; 32929276; 34320401; 33473107; 33637724
Q8NEM7	reviewed	SP20H_HUMAN	Transcription factor SPT20 homolog (p38-interacting protein) (p38IP)	SUPT20H C13orf19 FAM48A FP757	Homo sapiens (Human)	779	11340631; 16751104; 14702039; 15057823; 15489334; 15498874; 19690332; 19893488; 22814378; 23186163
Q8NFA0	reviewed	UBP32_HUMAN	Ubiquitin carboxyl-terminal hydrolase 32 (EC 3.4.19.12) (Deubiquitinating enzyme 32) (Renal carcinoma antigen NY-REN-60) (Ubiquitin thioesterase 32) (Ubiquitin-specific-processing protease 32)	USP32 USP10	Homo sapiens (Human)	1604	12604796; 16625196; 15489334; 10508479; 17081983; 17411337; 18669648; 19690332; 20549504; 21406692; 23186163; 24275569; 36476874
Q8NFG4	reviewed	FLCN_HUMAN	Folliculin (BHD skin lesion fibrofolliculoma protein) (Birt-Hogg-Dube syndrome protein)	FLCN BHD	Homo sapiens (Human)	579	12204536; 14702039; 16625196; 15489334; 12843323; 14627671; 15657874; 15852235; 17028174; 17496196; 18403135; 18663353; 18669648; 19413330; 19483054; 21209915; 21406692; 23784378; 23186163; 24081491; 24095279; 23922894; 25126726; 24448649; 25827758; 27113757; 27072130; 27353360; 29848618; 31272105; 30733432; 32612235; 34381247; 37079666; 22977732; 31704029; 31672913; 36103527; 15805188; 18794106; 18505456; 18579543; 18234728; 19785621; 21538689; 27486260; 31625278; 31615547
