,Gene,Alphafold IDR Content,Length,Localization,HIPPIE Protein Counts
Q96SF7,TBX15,67.6,602,['Nucleus'],14
Q96SI1,KCTD15,25.8,283,['Nucleus'],61
Q96SI9,STRBP,33.5,672,['Cytoplasm'],152
Q96SL1,SLC49A4,8.8,478,['Lysosome membrane; Multi-pass membrane protein'],4
Q96SL4,GPX7,11.8,187,['Secreted'],56
Q96SN7,ORAI2,19.3,254,['Cell membrane; Multi-pass membrane protein'],9
Q96SN8,CDK5RAP2,65.1,1893,"['Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'Golgi apparatus', 'Cytoplasm', 'Cytoplasm, cytoskeleton']",174
Q96SQ5,ZNF587,35.7,575,['Nucleus'],127
Q96SQ7,ATOH8,75.4,321,"['Nucleus', 'Nucleus speckle', 'Cytoplasm']",3
Q96SQ9,CYP2S1,3.4,504,"['Endoplasmic reticulum membrane; Peripheral membrane protein', 'Microsome membrane; Peripheral membrane protein']",73
Q96ST2,IWS1,80.3,819,['Nucleus'],70
Q96ST3,SIN3A,39.0,1273,"['Nucleus', 'Nucleus, nucleolus']",278
Q96ST8,CEP89,50.1,783,"['Cytoplasm, cytosol', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'Cytoplasm, cytoskeleton, spindle pole', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole', 'Mitochondrion intermembrane space']",129
Q96SU4,OSBPL9,22.6,736,"['Late endosome membrane', 'Golgi apparatus, trans-Golgi network membrane']",64
Q96SW2,CRBN,10.4,442,"['Cytoplasm', 'Nucleus', 'Membrane; Peripheral membrane protein']",164
Q96SZ4,ZSCAN10,41.5,725,['Nucleus'],3
Q96SZ5,ADO,7.4,270,None,15
Q96SZ6,CDK5RAP1,14.6,601,['Mitochondrion'],85
Q96T21,SECISBP2,78.1,854,None,71
Q96T23,RSF1,79.6,1441,['Nucleus'],68
Q96T37,RBM15,57.8,977,"['Nucleus speckle', 'Nucleus, nucleoplasm', 'Nucleus envelope', 'Nucleus membrane; Peripheral membrane protein']",124
Q96T49,PPP1R16B,45.5,567,"['Cell membrane', 'Cell membrane; Lipid-anchor', 'Nucleus', 'Cell projection']",57
Q96T51,RUFY1,26.8,708,['Early endosome membrane; Peripheral membrane protein'],103
Q96T52,IMMP2L,12.0,175,['Mitochondrion inner membrane; Single-pass membrane protein'],374
Q96T53,MBOAT4,0.2,435,['Endoplasmic reticulum membrane; Multi-pass membrane protein'],0
Q96T54,KCNK17,31.9,332,['Membrane; Multi-pass membrane protein'],1
Q96T55,KCNK16,26.9,309,['Membrane; Multi-pass membrane protein'],38
Q96T60,PNKP,7.1,521,"['Nucleus', 'Chromosome']",115
Q96T66,NMNAT3,13.5,252,['Mitochondrion'],7
Q96T68,SETDB2,45.2,719,"['Nucleus', 'Chromosome']",16
Q96T76,MMS19,1.2,1030,"['Nucleus', 'Cytoplasm, cytoskeleton, spindle', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome']",246
Q96T83,SLC9A7,30.5,725,"['Golgi apparatus, trans-Golgi network membrane; Multi-pass membrane protein', 'Recycling endosome membrane; Multi-pass membrane protein', 'Cell membrane; Multi-pass membrane protein']",7
Q96T88,UHRF1,17.3,793,['Nucleus'],132
Q96T91,GPHA2,18.6,129,['Secreted'],25
Q96TA1,NIBAN2,18.8,746,"['Cytoplasm, cytosol', 'Cell junction, adherens junction', 'Membrane; Lipid-anchor']",0
Q96TA2,YME1L1,39.5,773,"['Mitochondrion inner membrane', 'Mitochondrion']",138
Q96TC7,RMDN3,45.5,470,"['Mitochondrion outer membrane; Single-pass membrane protein', 'Cytoplasm', 'Nucleus', 'Cytoplasm, cytoskeleton, spindle', 'Cytoplasm, cytoskeleton, spindle pole']",287
Q99062,CSF3R,27.0,836,['Cell membrane; Single-pass type I membrane protein'],16
Q99075,HBEGF,51.0,208,"['[Heparin-binding EGF-like growth factor]: Secreted, extracellular space', '[Proheparin-binding EGF-like growth factor]: Cell membrane; Single-pass type I membrane protein']",18
Q99081,TCF12,89.9,682,['Nucleus'],118
Q99102,MUC4,51.0,5412,"['[Mucin-4 beta chain]: Cell membrane; Single-pass membrane protein', '[Mucin-4 alpha chain]: Cell membrane', 'Secreted']",10
Q99217,AMELX,97.4,191,"['Secreted, extracellular space, extracellular matrix']",2
Q99250,SCN2A,28.5,2005,['Cell membrane; Multi-pass membrane protein'],6
Q99259,GAD1,12.0,594,None,25
Q99417,MYCBP,47.6,103,"['Cytoplasm', 'Nucleus', 'Mitochondrion']",88
Q99418,CYTH2,4.5,400,"['Cell membrane; Peripheral membrane protein', 'Cytoplasm', 'Cell projection', 'Cell projection, growth cone', 'Cell junction, tight junction', 'Cell junction, adherens junction']",38
Q99424,ACOX2,2.1,681,['Peroxisome'],4
Q99426,TBCB,7.0,244,"['Cytoplasm', 'Cytoplasm, cytoskeleton']",58
Q99435,NELL2,5.3,816,['Secreted'],49
Q99436,PSMB7,27.1,277,"['Cytoplasm', 'Nucleus']",117
Q99437,ATP6V0B,8.8,205,"['Cytoplasmic vesicle, clathrin-coated vesicle membrane; Multi-pass membrane protein']",29
Q99439,CNN2,59.9,309,None,51
Q99447,PCYT2,11.3,389,None,30
Q99453,PHOX2B,83.1,314,['Nucleus'],2
Q99456,KRT12,55.1,494,None,4
Q99459,CDC5L,59.5,802,"['Nucleus', 'Nucleus speckle', 'Cytoplasm']",824
Q99460,PSMD1,11.8,953,None,268
Q99466,NOTCH4,26.0,2003,"['Cell membrane; Single-pass type I membrane protein', '[Notch 4 intracellular domain]: Nucleus']",8
Q99467,CD180,8.0,661,['Cell membrane; Single-pass type I membrane protein'],1
Q99469,STAC,59.0,402,"['Cytoplasm, cytosol', 'Cell membrane; Peripheral membrane protein; Cytoplasmic side', 'Cell membrane, sarcolemma; Peripheral membrane protein; Cytoplasmic side']",23
Q99471,PFDN5,11.7,154,None,232
Q99487,PAFAH2,1.0,392,"['Cytoplasm', 'Membrane; Lipid-anchor', 'Endoplasmic reticulum membrane; Lipid-anchor']",15
Q99489,DDO,2.3,341,"['Peroxisome matrix', 'Cytoplasm, cytosol']",3
Q99490,AGAP2,57.4,1192,None,19
Q99496,RNF2,34.5,336,"['Nucleus', 'Cytoplasm', 'Chromosome']",760
Q99497,PARK7,0.0,189,"['Cell membrane; Lipid-anchor', 'Cytoplasm', 'Nucleus', 'Membrane raft', 'Mitochondrion', 'Endoplasmic reticulum']",293
Q99500,S1PR3,20.6,378,['Cell membrane; Multi-pass membrane protein'],4
Q99501,GAS2L1,64.6,681,"['Cytoplasm, cytoskeleton', 'Cytoplasm, cytoskeleton, stress fiber']",38
Q99502,EYA1,53.0,592,"['Cytoplasm', 'Nucleus']",43
Q99504,EYA3,55.1,573,"['Cytoplasm', 'Nucleus']",54
Q99518,FMO2,6.4,535,"['Microsome membrane; Single-pass membrane protein', 'Endoplasmic reticulum membrane; Single-pass membrane protein']",2
Q99519,NEU1,11.8,415,"['Lysosome membrane; Peripheral membrane protein; Lumenal side', 'Lysosome lumen', 'Cell membrane', 'Cytoplasmic vesicle', 'Lysosome']",48
Q99523,SORT1,21.4,831,"['Golgi apparatus, Golgi stack membrane; Single-pass type I membrane protein', 'Endosome membrane; Single-pass type I membrane protein', 'Endoplasmic reticulum membrane; Single- pass type I membrane protein', 'Nucleus membrane; Single-pass type I membrane protein', 'Cell membrane; Single-pass type I membrane protein; Extracellular side', 'Lysosome membrane; Single-pass type I membrane protein']",187
Q99527,GPER1,18.9,375,"['Nucleus', 'Cytoplasm', 'Cytoplasm, perinuclear region', 'Cytoplasm, cytoskeleton', 'Cell membrane; Multi-pass membrane protein', 'Basolateral cell membrane; Multi-pass membrane protein', 'Cytoplasmic vesicle membrane; Multi-pass membrane protein', 'Early endosome', 'Recycling endosome', 'Golgi apparatus membrane; Multi-pass membrane protein', 'Golgi apparatus, trans-Golgi network', 'Endoplasmic reticulum membrane; Multi-pass membrane protein', 'Cell projection, dendrite', 'Cell projection, dendritic spine membrane; Multi-pass membrane protein', 'Cell projection, axon', 'Postsynaptic density', 'Mitochondrion membrane; Multi-pass membrane protein']",1
Q99536,VAT1,11.2,393,"['Cytoplasm', 'Mitochondrion outer membrane; Peripheral membrane protein']",55
Q99538,LGMN,4.6,433,['Lysosome'],40
Q99541,PLIN2,32.7,437,"['Membrane; Peripheral membrane protein', 'Lipid droplet']",18
Q99542,MMP19,16.7,508,"['Secreted, extracellular space, extracellular matrix']",7
Q99543,DNAJC2,26.2,621,"['Nucleus', 'Cytoplasm, cytosol']",136
Q99547,MPHOSPH6,83.1,160,"['Nucleus, nucleolus', 'Cytoplasm']",69
Q99549,MPHOSPH8,58.1,860,"['Nucleus', 'Chromosome']",95
Q99550,MPHOSPH9,74.0,1183,"['Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriole', 'Golgi apparatus membrane; Peripheral membrane protein', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome']",79
Q99551,MTERF1,18.3,399,['Mitochondrion'],8
Q99558,MAP3K14,51.6,947,['Cytoplasm'],205
Q99567,NUP88,17.7,741,"['Nucleus, nuclear pore complex']",97
Q99569,PKP4,60.5,1192,"['Cell junction, desmosome', 'Cytoplasm, cytoskeleton, spindle', 'Midbody', 'Cell membrane; Peripheral membrane protein']",136
Q99570,PIK3R4,14.7,1358,"['Late endosome', 'Cytoplasmic vesicle, autophagosome', 'Membrane; Lipid-anchor']",66
Q99571,P2RX4,12.6,388,"['Cell membrane; Multi-pass membrane protein', 'Lysosome membrane; Multi-pass membrane protein']",38
Q99572,P2RX7,10.3,595,['Cell membrane; Multi-pass membrane protein'],17
Q99574,SERPINI1,2.2,410,"['Secreted', 'Cytoplasmic vesicle, secretory vesicle lumen', 'Perikaryon']",7
Q99575,POP1,29.7,1024,"['Nucleus, nucleolus']",218
Q99576,TSC22D3,59.7,134,None,54
Q99578,RIT2,18.0,217,"['Nucleus', 'Cell membrane']",18
Q99581,FEV,55.5,238,['Nucleus'],197
Q99583,MNT,85.7,582,['Nucleus'],24
Q99584,S100A13,17.3,98,"['Cytoplasm', 'Secreted']",30
Q99590,SCAF11,87.6,1463,['Nucleus'],87
Q99592,ZBTB18,64.8,522,['Nucleus'],24
Q99593,TBX5,62.2,518,"['Nucleus', 'Cytoplasm']",9
Q99594,TEAD3,24.4,435,['Nucleus'],30
Q99595,TIMM17A,28.7,171,['Mitochondrion inner membrane; Multi-pass membrane protein'],20
Q99598,TSNAX,23.8,290,"['Cytoplasm, perinuclear region', 'Golgi apparatus', 'Nucleus']",129
Q99607,ELF4,86.1,663,"['Nucleus, PML body']",105
Q99608,NDN,34.9,321,"['Perikaryon', 'Nucleus']",372
Q99612,KLF6,44.5,283,['Nucleus'],81
Q99613,EIF3C,28.5,913,['Cytoplasm'],0
Q99615,DNAJC7,9.7,494,"['Cytoplasm', 'Nucleus', 'Cytoplasm, cytoskeleton']",311
Q99616,CCL13,35.7,98,['Secreted'],4
Q99619,SPSB2,8.0,263,"['Cytoplasm', 'Cytoplasm, cytosol']",46
Q99622,C12orf57,22.2,126,['Cytoplasm'],28
Q99623,PHB2,14.0,299,"['Mitochondrion inner membrane', 'Cytoplasm', 'Nucleus', 'Cell membrane']",459
Q99624,SLC38A3,19.6,504,"['Cell membrane; Multi-pass membrane protein', 'Basolateral cell membrane']",8
Q99626,CDX2,82.4,313,['Nucleus'],17
Q99627,COPS8,19.1,209,"['Cytoplasm', 'Nucleus']",87
Q99633,PRPF18,28.7,342,['Nucleus speckle'],92
Q99638,RAD9A,30.4,391,['Nucleus'],47
Q99640,PKMYT1,36.9,499,"['Endoplasmic reticulum membrane; Peripheral membrane protein', 'Golgi apparatus membrane; Peripheral membrane protein']",102
Q99643,SDHC,42.0,169,['Mitochondrion inner membrane; Multi-pass membrane protein'],20
Q99645,EPYC,35.7,322,"['Secreted, extracellular space, extracellular matrix']",2
Q99650,OSMR,26.6,979,['Membrane; Single-pass type I membrane protein'],52
Q99653,CHP1,0.5,195,"['Nucleus', 'Cytoplasm', 'Cytoplasm, cytoskeleton', 'Endomembrane system', 'Endoplasmic reticulum-Golgi intermediate compartment', 'Endoplasmic reticulum', 'Cell membrane', 'Membrane; Lipid- anchor']",56
Q99661,KIF2C,25.0,725,"['Cytoplasm, cytoskeleton', 'Nucleus', 'Chromosome, centromere', 'Chromosome, centromere, kinetochore']",125
Q99665,IL12RB2,27.8,862,['Membrane; Single-pass type I membrane protein'],7
Q99674,CGREF1,65.4,318,['Secreted'],28
Q99675,CGRRF1,34.0,332,"['Nucleus', 'Endoplasmic reticulum']",95
Q99677,LPAR4,19.5,370,['Cell membrane; Multi-pass membrane protein'],35
Q99683,MAP3K5,22.9,1374,"['Cytoplasm', 'Endoplasmic reticulum']",126
Q99684,GFI1,59.2,422,['Nucleus'],23
Q99685,MGLL,5.6,303,"['Cytoplasm, cytosol', 'Membrane; Peripheral membrane protein']",29
Q99687,MEIS3,60.3,375,['Nucleus'],25
Q99689,FEZ1,64.5,392,"['Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'Cell membrane']",124
Q99697,PITX2,81.4,317,"['Nucleus', 'Cytoplasm']",54
Q99700,ATXN2,91.2,1313,['Cytoplasm'],205
Q99704,DOK1,55.7,481,None,36
Q99705,MCHR1,23.2,353,['Cell membrane; Multi-pass membrane protein'],2
Q99706,KIR2DL4,47.5,377,"['Cell membrane; Single-pass type I membrane protein', 'Early endosome membrane']",87
Q99707,MTR,2.4,1265,['Cytoplasm'],79
Q99708,RBBP8,83.9,897,"['Nucleus', 'Chromosome']",0
Q99712,KCNJ15,14.9,375,['Membrane; Multi-pass membrane protein'],0
Q99714,HSD17B10,0.0,261,"['Mitochondrion', 'Mitochondrion matrix, mitochondrion nucleoid']",369
Q99717,SMAD5,24.7,465,"['Cytoplasm', 'Nucleus', 'Mitochondrion']",87
Q99719,SEPTIN5,23.0,369,"['Cytoplasm', 'Cytoplasm, cytoskeleton']",39
Q99720,SIGMAR1,8.5,223,"['Nucleus inner membrane', 'Nucleus outer membrane', 'Nucleus envelope', 'Cytoplasmic vesicle', 'Endoplasmic reticulum membrane', 'Membrane; Single-pass membrane protein', 'Lipid droplet', 'Cell junction', 'Cell membrane', 'Cell projection, growth cone', 'Postsynaptic density membrane']",92
Q99726,SLC30A3,28.1,388,"['Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Multi-pass membrane protein', 'Synapse, synaptosome', 'Late endosome membrane; Multi-pass membrane protein', 'Lysosome membrane; Multi- pass membrane protein']",36
Q99728,BARD1,47.1,777,['Nucleus'],282
Q99729,HNRNPAB,46.4,332,"['Nucleus', 'Cytoplasm']",244
Q99731,CCL19,39.8,98,['Secreted'],14
Q99732,LITAF,52.2,161,"['Cytoplasm', 'Nucleus', 'Lysosome membrane; Peripheral membrane protein; Cytoplasmic side', 'Early endosome membrane', 'Late endosome membrane', 'Endosome membrane; Peripheral membrane protein; Cytoplasmic side', 'Cell membrane; Peripheral membrane protein; Cytoplasmic side', 'Golgi apparatus membrane']",76
Q99733,NAP1L4,31.5,375,"['Nucleus', 'Cytoplasm']",153
Q99735,MGST2,7.5,147,"['Endoplasmic reticulum membrane; Multi-pass membrane protein', 'Microsome membrane; Multi- pass membrane protein']",32
Q99741,CDC6,30.0,560,"['Nucleus', 'Cytoplasm']",92
Q99743,NPAS2,57.9,824,['Nucleus'],39
Q99747,NAPG,11.2,312,"['Membrane; Peripheral membrane protein', 'Golgi apparatus']",64
Q99748,NRTN,53.3,197,['Secreted'],3
Q99750,MDFI,82.9,246,"['Nucleus', 'Cytoplasm']",398
Q99755,PIP5K1A,34.0,562,"['Cell membrane', 'Cytoplasm', 'Nucleus', 'Nucleus speckle', 'Cell projection, ruffle', 'Cell projection, lamellipodium']",125
Q99757,TXN2,36.1,166,['Mitochondrion'],139
Q99758,ABCA3,3.7,1704,"['Endosome, multivesicular body membrane; Multi-pass membrane protein', 'Cytoplasmic vesicle membrane', 'Late endosome membrane', 'Lysosome membrane']",39
Q99759,MAP3K3,44.1,626,None,198
Q99766,DMAC2L,18.6,200,"['Mitochondrion', 'Mitochondrion inner membrane']",15
Q99767,APBA2,49.0,749,None,47
Q99784,OLFM1,21.6,485,"['Secreted', 'Synapse', 'Endoplasmic reticulum', 'Cell projection, axon', 'Perikaryon']",16
Q99788,CMKLR1,16.9,373,['Cell membrane; Multi-pass membrane protein'],91
Q99795,GPA33,28.8,319,['Membrane; Single-pass type I membrane protein'],14
Q99797,MIPEP,4.5,713,['Mitochondrion matrix'],60
Q99798,ACO2,3.8,780,['Mitochondrion'],190
Q99801,NKX3-1,78.6,234,['Nucleus'],49
Q99807,COQ7,16.6,217,"['Mitochondrion inner membrane; Peripheral membrane protein; Matrix side', 'Mitochondrion', 'Nucleus', 'Chromosome']",53
Q99808,SLC29A1,12.9,456,"['Basolateral cell membrane; Multi-pass membrane protein', 'Apical cell membrane; Multi-pass membrane protein', 'Cell membrane; Multi-pass membrane protein']",106
Q99814,EPAS1,55.3,870,"['Nucleus', 'Nucleus speckle']",155
Q99816,TSG101,41.5,390,"['Cytoplasm', 'Early endosome membrane; Peripheral membrane protein; Cytoplasmic side', 'Late endosome membrane; Peripheral membrane protein', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'Midbody, Midbody ring', 'Nucleus']",263
Q99828,CIB1,5.2,191,"['Membrane; Lipid-anchor', 'Cell membrane, sarcolemma', 'Cell membrane', 'Apical cell membrane', 'Cell projection, ruffle membrane', 'Cell projection, filopodium tip', 'Cell projection, growth cone', 'Cell projection, lamellipodium', 'Cytoplasm', 'Cytoplasm, cytoskeleton', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'Cytoplasm, perinuclear region', 'Nucleus', 'Cell projection, neuron projection', 'Perikaryon']",68
Q99829,CPNE1,2.8,537,"['Nucleus', 'Cytoplasm', 'Cell membrane']",38
Q99832,CCT7,6.4,543,['Cytoplasm'],438
Q99835,SMO,29.0,787,"['Cell membrane; Multi-pass membrane protein', 'Cell projection, cilium']",44
Q99836,MYD88,13.5,296,"['Cytoplasm', 'Nucleus']",81
Q99848,EBNA1BP2,82.7,306,"['Nucleus, nucleolus']",255
Q99853,FOXB1,70.5,325,['Nucleus'],132
Q99856,ARID3A,79.6,593,"['Nucleus', 'Cytoplasm']",100
Q99871,HAUS7,45.9,358,"['Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'Cytoplasm, cytoskeleton, spindle']",101
Q99873,PRMT1,13.2,371,"['Nucleus', 'Nucleus, nucleoplasm', 'Cytoplasm', 'Cytoplasm, cytosol', 'Lysosome membrane']",266
Q99877,H2BC15,43.7,126,"['Nucleus', 'Chromosome']",60
Q99878,H2AC14,36.7,128,"['Nucleus', 'Chromosome']",55
Q99879,H2BC14,43.7,126,"['Nucleus', 'Chromosome']",53
Q99880,H2BC13,43.7,126,"['Nucleus', 'Chromosome']",83
Q99884,SLC6A7,9.3,636,['Synaptic cell membrane; Multi-pass membrane protein'],0
Q99895,CTRC,7.1,268,None,13
Q99909,SSX3,73.9,188,None,31
Q99928,GABRG3,30.2,467,"['Postsynaptic cell membrane; Multi-pass membrane protein', 'Cell membrane; Multi-pass membrane protein']",2
Q99929,ASCL2,72.5,193,['Nucleus'],10
Q99932,SPAG8,93.0,485,"['Cytoplasm', 'Nucleus', 'Cytoplasmic vesicle, secretory vesicle, acrosome', 'Cytoplasm, cytoskeleton, microtubule organizing center', 'Cytoplasm, cytoskeleton, spindle', 'Cytoplasm, cytoskeleton, cilium axoneme']",86
Q99933,BAG1,42.0,345,None,154
Q99935,OPRPN,97.6,248,['Secreted'],6
Q99941,ATF6B,85.6,703,"['Endoplasmic reticulum membrane; Single-pass type II membrane protein', '[Processed cyclic AMP-dependent transcription factor ATF-6 beta]: Nucleus']",56
Q99942,RNF5,70.6,180,"['Cell membrane; Multi-pass membrane protein', 'Mitochondrion membrane; Multi-pass membrane protein', 'Endoplasmic reticulum membrane; Multi-pass membrane protein']",114
Q99943,AGPAT1,10.2,283,['Endoplasmic reticulum membrane; Multi-pass membrane protein'],242
Q99944,EGFL8,42.3,293,['Secreted'],48
Q99946,PRRT1,91.2,306,"['Cell membrane; Single-pass type II membrane protein', 'Synapse']",6
Q99952,PTPN18,33.7,460,"['Nucleus', 'Cytoplasm']",53
Q99956,DUSP9,26.8,384,['Cytoplasm'],88
Q99958,FOXC2,80.6,501,['Nucleus'],42
Q99959,PKP2,44.0,881,"['Nucleus', 'Cell junction, desmosome', 'Cell junction', 'Cytoplasm']",191
Q99961,SH3GL1,17.4,368,"['Cytoplasm', 'Early endosome membrane; Peripheral membrane protein', 'Cell projection, podosome']",122
Q99962,SH3GL2,14.2,352,"['Cytoplasm', 'Membrane; Peripheral membrane protein', 'Early endosome', 'Presynapse']",73
Q99963,SH3GL3,12.4,347,"['Cytoplasm', 'Early endosome membrane; Peripheral membrane protein']",137
Q99965,ADAM2,16.5,735,['Membrane; Single-pass type I membrane protein'],9
Q99966,CITED1,100.0,193,"['Nucleus', 'Cytoplasm']",33
Q99967,CITED2,100.0,270,['Nucleus'],16
Q99969,RARRES2,23.3,163,['Secreted'],4
Q99972,MYOC,27.2,504,"['Secreted', 'Golgi apparatus', 'Cytoplasmic vesicle', 'Secreted, extracellular space', 'Secreted, extracellular space, extracellular matrix', 'Secreted, extracellular exosome', 'Mitochondrion', 'Mitochondrion intermembrane space', 'Mitochondrion inner membrane', 'Mitochondrion outer membrane', 'Rough endoplasmic reticulum', 'Cell projection', 'Cell projection, cilium', '[Myocilin, C-terminal fragment]: Secreted', '[Myocilin, N-terminal fragment]: Endoplasmic reticulum']",50
Q99973,TEP1,12.3,2627,"['Nucleus', 'Chromosome, telomere']",35
Q99983,OMD,26.4,421,"['Secreted, extracellular space, extracellular matrix']",5
Q99985,SEMA3C,10.1,751,['Secreted'],40
Q99986,VRK1,18.9,396,"['Nucleus', 'Cytoplasm', 'Nucleus, Cajal body']",249
Q99988,GDF15,28.6,308,['Secreted'],61
Q99990,VGLL1,94.6,258,['Nucleus'],13
Q99999,GAL3ST1,15.1,423,['Golgi apparatus membrane; Single- pass type II membrane protein'],10
Q9BPU6,DPYSL5,15.1,564,['Cytoplasm'],42
Q9BPU9,B9D2,0.0,175,"['Cytoplasm, cytoskeleton, cilium basal body', 'Cytoplasm, cytoskeleton, cilium axoneme', 'Nucleus']",73
Q9BPV8,P2RY13,14.4,354,['Cell membrane; Multi-pass membrane protein'],1
Q9BPW8,NIPSNAP1,20.8,284,None,212
Q9BPW9,DHRS9,4.7,319,"['Microsome membrane', 'Endoplasmic reticulum membrane']",17
Q9BPX1,HSD17B14,6.7,270,['Cytoplasm'],40
Q9BPX3,NCAPG,13.5,1015,"['Nucleus', 'Cytoplasm', 'Chromosome']",105
Q9BPX6,MICU1,25.6,476,"['Mitochondrion inner membrane; Single-pass membrane protein', 'Mitochondrion intermembrane space']",64
Q9BPY8,HOPX,28.8,73,"['Nucleus', 'Cytoplasm']",13
Q9BPZ2,SPIN2B,26.0,258,['Nucleus'],26
Q9BPZ3,PAIP2,86.6,127,['Cytoplasm'],58
Q9BPZ7,MAPKAP1,32.6,522,"['Cell membrane; Peripheral membrane protein', 'Cytoplasmic vesicle', 'Nucleus']",104
Q9BQ04,RBM4B,55.2,359,"['Nucleus', 'Nucleus, nucleolus']",213
Q9BQ15,NABP2,54.5,211,['Nucleus'],59
Q9BQ16,SPOCK3,52.3,436,"['Secreted, extracellular space, extracellular matrix']",7
Q9BQ24,ZFYVE21,0.4,234,"['Cell junction, focal adhesion', 'Cytoplasmic vesicle', 'Endosome']",67
Q9BQ31,KCNS3,16.5,491,['Cell membrane; Multi-pass membrane protein'],34
Q9BQ39,DDX50,28.1,737,"['Nucleus, nucleolus']",229
Q9BQ50,TREX2,0.0,236,['Nucleus'],48
Q9BQ51,PDCD1LG2,25.3,273,None,29
Q9BQ52,ELAC2,14.6,826,"['Mitochondrion', 'Mitochondrion matrix, mitochondrion nucleoid', 'Nucleus']",156
Q9BQ65,USB1,25.7,265,['Nucleus'],0
Q9BQ66,KRTAP4-12,97.0,201,None,149
Q9BQ67,GRWD1,10.8,446,"['Nucleus, nucleolus', 'Nucleus', 'Chromosome']",338
Q9BQ69,MACROD1,27.1,325,['Nucleus'],50
Q9BQ70,TCF25,38.0,676,"['Nucleus', 'Cytoplasm, cytosol']",62
Q9BQ83,SLX1A,14.9,275,['Nucleus'],66
Q9BQ87,TBL1Y,10.3,522,['Nucleus'],38
Q9BQ89,FAM110A,89.5,295,"['Cytoplasm', 'Cytoplasm, cytoskeleton, microtubule organizing center, centrosome', 'Cytoplasm, cytoskeleton, spindle pole']",99
Q9BQ90,KLHDC3,0.5,382,['Cytoplasm'],77
Q9BQ95,ECSIT,34.1,431,"['Cytoplasm', 'Nucleus', 'Mitochondrion']",209
Q9BQA1,WDR77,8.8,342,"['Nucleus', 'Cytoplasm']",314
Q9BQA5,HINFP,27.3,517,['Nucleus'],41
Q9BQA9,CYBC1,11.8,187,['Endoplasmic reticulum membrane; Single-pass membrane protein'],0
Q9BQB4,SOST,65.3,213,"['Secreted, extracellular space, extracellular matrix']",33
Q9BQB6,VKORC1,6.1,163,['Endoplasmic reticulum membrane; Multi-pass membrane protein'],119
Q9BQC3,DPH2,19.6,489,None,36
Q9BQD3,KXD1,77.3,176,['Lysosome membrane'],157
Q9BQD7,ANTKMT,34.0,235,['Mitochondrion membrane; Single-pass membrane protein'],0
Q9BQE3,TUBA1C,2.4,449,"['Cytoplasm, cytoskeleton']",419
